13.00390625,-21.97265625,-29.296875,-32.71484375,-35.64453125,2.9296875
13.0078125,-20.99609375,-26.3671875,-32.71484375,-26.3671875,7.8125
13.01171875,-41.015625,-26.85546875,-37.59765625,-24.90234375,-13.18359375
13.015625,-51.7578125,-34.1796875,-36.62109375,-39.55078125,-45.8984375
13.01953125,-52.734375,-48.828125,-27.83203125,-38.0859375,-70.80078125
13.0234375,-41.50390625,-44.921875,-28.80859375,-25.390625,-35.64453125
13.02734375,-38.57421875,-37.59765625,-37.109375,-27.34375,-31.73828125
13.03125,-44.921875,-38.57421875,-41.50390625,-29.78515625,-36.62109375
13.03515625,-52.24609375,-55.17578125,-41.50390625,-38.0859375,-67.3828125
13.0390625,-55.17578125,-41.50390625,-36.1328125,-39.0625,-43.45703125
13.04296875,-55.17578125,-23.92578125,-32.2265625,-38.0859375,-17.08984375
13.046875,-32.71484375,-35.64453125,-22.4609375,-19.53125,-27.34375
13.05078125,-25.87890625,-57.6171875,-20.5078125,-7.32421875,-51.26953125
13.0546875,-40.0390625,-30.76171875,-32.71484375,-27.34375,-102.05078125
13.05859375,-41.015625,-14.6484375,-32.2265625,-36.1328125,-61.5234375
13.0625,-37.59765625,-45.41015625,-20.99609375,-21.484375,-37.109375
13.06640625,-27.34375,-55.6640625,-25.390625,-11.23046875,-23.4375
13.0703125,-32.71484375,-37.109375,-35.15625,-21.484375,-29.296875
13.07421875,-54.19921875,-34.66796875,-39.0625,-45.8984375,-37.109375
13.078125,-48.828125,-35.15625,-36.62109375,-56.15234375,37.109375
13.08203125,-28.80859375,-27.34375,-25.87890625,-30.2734375,-15.625
13.0859375,-17.08984375,-21.97265625,-23.4375,-17.578125,5.859375
13.08984375,-22.94921875,-26.3671875,-28.3203125,-27.34375,-61.5234375
13.09375,-35.64453125,-30.76171875,-30.2734375,-29.78515625,-39.55078125
13.09765625,-36.62109375,-25.87890625,-28.3203125,-33.203125,16.11328125
13.1015625,-31.73828125,-22.94921875,-26.3671875,-29.78515625,67.87109375
13.10546875,-23.92578125,-19.53125,-14.16015625,-29.296875,89.35546875
13.109375,-22.4609375,-27.83203125,-12.6953125,-35.64453125,-22.4609375
13.11328125,-26.3671875,-31.25,-30.76171875,-42.48046875,-110.83984375
13.1171875,-28.80859375,-29.296875,-30.76171875,-41.50390625,-155.76171875
13.12109375,-25.390625,-26.3671875,-22.94921875,-41.015625,-90.33203125
13.125,-17.578125,-16.6015625,-21.484375,-33.69140625,39.55078125
13.12890625,-18.06640625,-37.109375,-23.4375,-22.4609375,28.3203125
13.1328125,-24.4140625,-37.109375,-27.34375,-28.80859375,7.8125
13.13671875,-41.50390625,-32.2265625,-23.92578125,-33.69140625,13.18359375
13.140625,-47.36328125,-37.109375,-27.34375,-41.9921875,33.69140625
13.14453125,-31.73828125,-46.875,-37.59765625,-45.8984375,-64.94140625
13.1484375,-27.83203125,-20.5078125,-38.57421875,-36.1328125,-77.1484375
13.15234375,-41.015625,-17.08984375,-28.80859375,-34.66796875,-39.55078125
13.15625,-51.26953125,-39.55078125,-28.3203125,-41.9921875,-62.98828125
13.16015625,-54.19921875,-53.7109375,-38.0859375,-41.9921875,-43.9453125
13.1640625,-33.203125,-47.8515625,-33.69140625,-35.15625,-45.41015625
13.16796875,-25.390625,-48.828125,-31.73828125,-28.80859375,-83.984375
13.171875,-36.1328125,-59.08203125,-39.55078125,-27.34375,-92.7734375
13.17578125,-38.57421875,-37.109375,-39.55078125,-29.78515625,-127.44140625
13.1796875,-32.71484375,-39.0625,-32.2265625,-28.80859375,-78.61328125
