timestam,TP9,AF7,AF8,TP10,AUX,Marker
31.00390625,-17.578125,-38.0859375,1.953125,-11.23046875,-20.5078125,0.0
31.0078125,-57.12890625,-53.22265625,-18.06640625,-23.4375,-74.70703125,0.0
31.01171875,-54.19921875,-55.6640625,-22.4609375,-21.97265625,-102.5390625,0.0
31.015625,-20.5078125,-41.015625,5.859375,-4.8828125,-80.078125,0.0
31.01953125,-15.625,-41.9921875,-1.46484375,-10.25390625,-57.6171875,0.0
31.0234375,-34.1796875,-43.45703125,-27.83203125,-22.94921875,-26.85546875,0.0
31.02734375,-55.17578125,-38.57421875,-17.578125,-27.83203125,21.97265625,0.0
31.03125,-51.7578125,-35.64453125,-14.16015625,-25.390625,5.37109375,0.0
31.03515625,-33.69140625,-38.57421875,-25.390625,-24.4140625,-24.90234375,0.0
31.0390625,-20.99609375,-40.0390625,-29.296875,-20.5078125,-46.38671875,0.0
31.04296875,-24.4140625,-33.203125,-20.5078125,-12.20703125,-19.53125,0.0
31.046875,-53.22265625,-36.1328125,-19.53125,-22.4609375,-35.15625,0.0
31.05078125,-63.4765625,-44.921875,-31.25,-34.66796875,-151.85546875,0.0
31.0546875,-40.52734375,-49.31640625,-31.25,-37.109375,-243.1640625,0.0
31.05859375,-9.27734375,-43.45703125,-18.06640625,-18.06640625,-227.5390625,0.0
31.0625,-4.39453125,-26.85546875,-4.39453125,0.9765625,-198.2421875,0.0
31.06640625,-39.0625,-27.83203125,-7.8125,-13.671875,-235.83984375,0.0
31.0703125,-71.77734375,-53.7109375,-36.1328125,-47.8515625,-204.58984375,0.0
31.07421875,-50.78125,-56.15234375,-49.8046875,-43.9453125,-130.859375,0.0
31.078125,-12.20703125,-31.25,-31.25,-13.671875,-132.8125,0.0
31.08203125,-10.7421875,-22.4609375,-13.18359375,-12.20703125,-136.23046875,0.0
31.0859375,-40.0390625,-30.2734375,-20.99609375,-24.90234375,-46.875,0.0
31.08984375,-61.5234375,-38.0859375,-37.109375,-37.109375,-51.7578125,0.0
31.09375,-44.921875,-39.55078125,-42.96875,-39.55078125,-141.11328125,0.0
31.09765625,-17.578125,-39.0625,-30.2734375,-33.203125,-152.83203125,0.0
31.1015625,-11.71875,-35.15625,-21.97265625,-28.3203125,-135.25390625,0.0
31.10546875,-31.73828125,-29.78515625,-38.57421875,-31.25,-192.87109375,0.0
31.109375,-52.734375,-31.25,-52.734375,-39.0625,-250.9765625,0.0
31.11328125,-56.640625,-48.33984375,-58.10546875,-51.26953125,-219.23828125,0.0
31.1171875,-33.203125,-55.17578125,-46.38671875,-43.9453125,-81.54296875,0.0
31.12109375,-13.671875,-42.96875,-20.01953125,-21.484375,-5.37109375,0.0
31.125,-32.2265625,-32.71484375,-23.4375,-19.04296875,-22.94921875,0.0
31.12890625,-42.96875,-22.94921875,-29.78515625,-22.4609375,-17.08984375,0.0
31.1328125,-29.78515625,-29.78515625,-20.01953125,-23.92578125,-48.33984375,0.0
31.13671875,-19.04296875,-45.41015625,-23.92578125,-31.73828125,-118.65234375,0.0
31.140625,-14.16015625,-40.0390625,-33.203125,-27.34375,-100.09765625,0.0
31.14453125,-28.3203125,-33.69140625,-25.390625,-24.90234375,27.83203125,0.0
31.1484375,-56.15234375,-37.59765625,-27.34375,-38.0859375,32.71484375,0.0
31.15234375,-49.31640625,-37.109375,-33.203125,-34.1796875,-30.2734375,0.0
31.15625,-28.80859375,-44.921875,-37.59765625,-34.1796875,-10.7421875,0.0
31.16015625,-18.5546875,-51.26953125,-41.50390625,-34.1796875,62.01171875,0.0
31.1640625,-27.34375,-40.52734375,-41.9921875,-25.87890625,87.890625,0.0
31.16796875,-48.828125,-36.1328125,-46.38671875,-28.3203125,16.6015625,0.0
31.171875,-52.24609375,-43.9453125,-45.8984375,-34.1796875,25.87890625,0.0
31.17578125,-32.2265625,-47.8515625,-42.48046875,-34.66796875,113.28125,0.0
31.1796875,-7.8125,-30.76171875,-20.99609375,-18.5546875,117.67578125,0.0
31.18359375,-29.296875,-35.15625,-25.390625,-17.08984375,26.85546875,0.0
31.1875,-50.29296875,-46.38671875,-33.69140625,-20.99609375,-12.6953125,0.0
31.19140625,-44.921875,-35.64453125,-26.85546875,-29.296875,18.06640625,0.0
31.1953125,-29.78515625,-30.2734375,-21.97265625,-36.62109375,58.10546875,0.0
31.19921875,-11.23046875,-30.2734375,-27.34375,-24.4140625,96.6796875,0.0
31.203125,-34.66796875,-33.203125,-41.9921875,-34.66796875,91.30859375,0.0
31.20703125,-62.98828125,-27.83203125,-36.62109375,-46.875,79.1015625,0.0
31.2109375,-55.6640625,-22.94921875,-31.25,-40.0390625,39.55078125,0.0
31.21484375,-37.59765625,-31.25,-50.78125,-41.50390625,-29.78515625,0.0
31.21875,-13.18359375,-34.1796875,-53.7109375,-32.71484375,78.61328125,0.0
31.22265625,-15.13671875,-30.2734375,-41.9921875,-19.04296875,135.7421875,0.0
31.2265625,-41.50390625,-31.25,-38.0859375,-21.484375,37.109375,0.0
31.23046875,-56.15234375,-40.0390625,-36.62109375,-37.59765625,61.03515625,0.0
31.234375,-39.55078125,-43.9453125,-31.73828125,-39.55078125,65.91796875,0.0
31.23828125,-6.34765625,-34.66796875,-21.97265625,-22.4609375,-26.85546875,0.0
31.2421875,-0.48828125,-18.06640625,-28.3203125,-8.30078125,-50.29296875,0.0
31.24609375,-26.3671875,-14.16015625,-37.109375,-17.578125,-72.265625,0.0
31.25,-55.17578125,-38.57421875,-47.36328125,-41.9921875,-58.10546875,0.0
31.25390625,-37.109375,-46.38671875,-48.33984375,-36.62109375,-11.71875,0.0
31.2578125,2.44140625,-27.34375,-36.1328125,-13.18359375,21.97265625,0.0
31.26171875,9.27734375,-16.11328125,-36.1328125,-3.41796875,-31.73828125,0.0
31.265625,-22.4609375,-22.94921875,-40.0390625,-20.5078125,-52.24609375,0.0
31.26953125,-44.43359375,-29.296875,-42.96875,-36.1328125,-16.6015625,0.0
31.2734375,-23.4375,-27.83203125,-41.015625,-25.87890625,-136.71875,0.0
31.27734375,2.9296875,-24.4140625,-38.57421875,-18.5546875,-195.80078125,0.0
31.28125,3.41796875,-23.92578125,-34.66796875,-13.18359375,-149.90234375,0.0
31.28515625,-20.5078125,-26.85546875,-32.71484375,-13.18359375,-111.328125,0.0
31.2890625,-39.0625,-27.83203125,-34.1796875,-21.484375,-200.1953125,0.0
31.29296875,-33.203125,-38.0859375,-41.015625,-27.34375,-209.9609375,0.0
31.296875,-5.859375,-42.96875,-46.38671875,-17.08984375,-206.0546875,0.0
31.30078125,6.8359375,-28.80859375,-37.109375,-3.41796875,-194.3359375,0.0
31.3046875,-23.4375,-24.4140625,-23.4375,-7.32421875,-95.21484375,0.0
31.30859375,-50.78125,-28.3203125,-20.99609375,-16.6015625,-92.7734375,0.0
31.3125,-39.55078125,-34.66796875,-19.53125,-19.53125,-74.70703125,0.0
31.31640625,-12.6953125,-38.0859375,-17.578125,-11.71875,61.03515625,0.0
31.3203125,0.48828125,-22.4609375,-26.85546875,-8.30078125,146.484375,0.0
31.32421875,-18.5546875,-17.578125,-41.50390625,-16.11328125,115.234375,0.0
31.328125,-44.921875,-23.4375,-41.9921875,-17.08984375,66.89453125,0.0
31.33203125,-40.0390625,-27.34375,-38.57421875,-14.6484375,-51.7578125,0.0
31.3359375,-13.18359375,-28.80859375,-44.43359375,-17.08984375,-43.45703125,0.0
31.33984375,-0.48828125,-27.83203125,-41.50390625,-11.23046875,71.77734375,0.0
31.34375,-17.08984375,-25.390625,-27.83203125,-4.39453125,71.77734375,0.0
31.34765625,-42.96875,-24.4140625,-20.5078125,-13.671875,14.6484375,0.0
