timestamp,TP9,AF7,AF8,TP10,AUX,Marker
159.00390625,-22.94921875,-61.03515625,-31.73828125,61.5234375,82.03125,0.0
159.0078125,7.8125,-53.22265625,-32.71484375,76.66015625,51.26953125,0.0
159.01171875,-9.765625,-50.78125,-32.71484375,62.01171875,48.828125,0.0
159.015625,-48.33984375,-55.17578125,-47.8515625,46.875,24.4140625,0.0
159.01953125,-58.10546875,-51.7578125,-54.6875,54.6875,26.85546875,0.0
159.0234375,-35.15625,-46.38671875,-38.57421875,52.24609375,110.3515625,0.0
159.02734375,-14.16015625,-41.015625,-39.55078125,68.359375,98.6328125,0.0
159.03125,-37.109375,-48.828125,-39.0625,62.01171875,65.91796875,0.0
159.03515625,-64.94140625,-45.41015625,-43.45703125,40.0390625,68.84765625,0.0
159.0390625,-93.75,-41.015625,-40.52734375,30.2734375,9.765625,0.0
159.04296875,-62.98828125,-50.78125,-33.203125,14.6484375,-14.16015625,0.0
159.046875,-14.16015625,-44.43359375,-30.76171875,31.25,23.4375,0.0
159.05078125,-15.13671875,-49.8046875,-29.78515625,64.453125,59.5703125,0.0
159.0546875,-48.828125,-47.8515625,-41.9921875,55.17578125,64.453125,0.0
159.05859375,-122.55859375,-36.62109375,-38.57421875,-15.625,-53.22265625,0.0
159.0625,-139.16015625,-27.34375,-37.109375,-47.36328125,-95.21484375,0.0
159.06640625,-98.14453125,-23.4375,-34.1796875,-9.765625,7.32421875,0.0
159.0703125,-101.07421875,-25.87890625,-26.85546875,-26.85546875,56.15234375,0.0
159.07421875,-154.78515625,-32.71484375,-46.875,-60.05859375,-41.9921875,0.0
159.078125,-186.5234375,-33.203125,-48.828125,-72.265625,-216.30859375,0.0
159.08203125,-177.734375,-6.8359375,-25.87890625,-79.1015625,-258.30078125,0.0
159.0859375,-123.046875,-6.8359375,-8.30078125,-43.9453125,-145.01953125,0.0
159.08984375,-102.05078125,-19.53125,-24.90234375,-50.29296875,68.84765625,0.0
159.09375,-152.34375,-24.4140625,-45.8984375,-65.91796875,119.140625,0.0
159.09765625,-191.40625,-29.296875,-41.9921875,-64.453125,-39.55078125,0.0
159.1015625,-168.9453125,-21.484375,-41.015625,-53.7109375,-76.171875,0.0
159.10546875,-137.20703125,-9.27734375,-34.66796875,-42.96875,-40.0390625,0.0
159.109375,-132.32421875,-8.30078125,-32.2265625,-56.15234375,-31.73828125,0.0
159.11328125,-143.06640625,-29.296875,-39.55078125,-55.17578125,0.0,0.0
159.1171875,-169.43359375,-40.0390625,-38.57421875,-51.7578125,-0.48828125,0.0
159.12109375,-168.45703125,-72.75390625,-36.62109375,-31.73828125,-36.1328125,0.0
159.125,-104.00390625,-106.4453125,-24.4140625,-16.11328125,-41.9921875,0.0
159.12890625,-62.01171875,-62.98828125,-13.671875,0.9765625,41.50390625,0.0
159.1328125,-106.4453125,-36.62109375,-25.87890625,14.6484375,115.72265625,0.0
159.13671875,-164.55078125,-27.83203125,-38.57421875,-20.5078125,59.08203125,0.0
159.140625,-169.921875,-10.25390625,-42.96875,-36.62109375,-61.5234375,0.0
159.14453125,-114.74609375,-9.27734375,-38.0859375,-23.92578125,-64.94140625,0.0
159.1484375,-89.35546875,-14.6484375,-27.34375,-19.04296875,-14.16015625,0.0
159.15234375,-104.98046875,-25.87890625,-34.66796875,-22.94921875,-69.3359375,0.0
159.15625,-126.46484375,-33.203125,-42.96875,-27.83203125,-92.28515625,0.0
159.16015625,-129.8828125,-37.59765625,-32.2265625,-13.18359375,-19.04296875,0.0
159.1640625,-106.4453125,-32.71484375,-20.5078125,-19.04296875,-14.6484375,0.0
159.16796875,-78.61328125,-31.73828125,-27.34375,0.0,35.15625,0.0
159.171875,-64.453125,-38.0859375,-26.85546875,33.203125,117.1875,0.0
159.17578125,-97.16796875,-36.62109375,-20.5078125,-0.9765625,23.92578125,0.0
159.1796875,-109.375,-40.52734375,-31.73828125,-4.8828125,-61.03515625,0.0
159.18359375,-68.359375,-40.0390625,-34.66796875,20.5078125,-90.8203125,0.0
159.1875,-45.8984375,-37.109375,-26.85546875,14.16015625,-53.22265625,0.0
159.19140625,-62.5,-32.2265625,-36.1328125,0.0,39.0625,0.0
159.1953125,-95.21484375,-38.0859375,-47.36328125,-5.37109375,33.69140625,0.0
159.19921875,-100.09765625,-41.50390625,-48.33984375,-5.859375,-89.35546875,0.0
159.203125,-77.1484375,-40.0390625,-33.69140625,-2.9296875,-91.30859375,0.0
159.20703125,-41.015625,-34.66796875,-26.3671875,3.90625,-30.2734375,0.0
159.2109375,-46.38671875,-33.69140625,-26.3671875,13.18359375,-50.78125,0.0
159.21484375,-83.0078125,-34.66796875,-35.15625,15.625,-135.25390625,0.0
159.21875,-93.26171875,-27.34375,-24.4140625,20.99609375,-196.2890625,0.0
159.22265625,-77.1484375,-37.59765625,-15.625,16.11328125,-155.76171875,0.0
159.2265625,-37.59765625,-37.59765625,-26.3671875,9.27734375,-63.4765625,0.0
159.23046875,-46.875,-35.64453125,-26.3671875,15.625,-2.9296875,0.0
159.234375,-90.33203125,-44.43359375,-36.1328125,11.71875,3.41796875,0.0
159.23828125,-104.00390625,-41.9921875,-48.33984375,-13.671875,-44.921875,0.0
159.2421875,-88.37890625,-36.62109375,-37.109375,-2.44140625,-61.5234375,0.0
159.24609375,-57.12890625,-30.2734375,-20.99609375,15.13671875,55.17578125,0.0
159.25,-62.01171875,-31.73828125,-23.4375,9.27734375,151.3671875,0.0
159.25390625,-116.69921875,-36.62109375,-33.203125,-4.39453125,73.73046875,0.0
159.2578125,-144.04296875,-41.015625,-31.73828125,-6.8359375,-92.28515625,0.0
159.26171875,-121.58203125,-36.62109375,-28.3203125,7.8125,-104.00390625,0.0
159.265625,-92.28515625,-31.25,-26.85546875,0.0,49.8046875,0.0
159.26953125,-95.703125,-34.66796875,-22.4609375,9.765625,174.31640625,0.0
159.2734375,-131.8359375,-33.203125,-30.76171875,-9.27734375,116.69921875,0.0
159.27734375,-149.4140625,-32.71484375,-50.29296875,-31.25,-19.53125,0.0
159.28125,-133.30078125,-32.2265625,-33.203125,-21.484375,-53.22265625,0.0
159.28515625,-103.515625,-30.76171875,-20.01953125,-27.34375,-7.8125,0.0
159.2890625,-79.1015625,-28.3203125,-32.2265625,-37.59765625,40.0390625,0.0
159.29296875,-94.7265625,-28.80859375,-42.96875,-23.92578125,3.41796875,0.0
159.296875,-117.67578125,-33.69140625,-48.33984375,-4.39453125,-60.546875,0.0
159.30078125,-125.0,-29.296875,-35.15625,-10.25390625,-124.0234375,0.0
159.3046875,-116.2109375,-15.625,-27.83203125,-19.53125,-75.68359375,0.0
159.30859375,-77.63671875,-10.25390625,-28.3203125,-4.39453125,65.4296875,0.0
159.3125,-77.1484375,-19.53125,-47.8515625,-9.765625,54.6875,0.0
159.31640625,-115.72265625,-25.390625,-61.5234375,-19.53125,-23.92578125,0.0
159.3203125,-118.1640625,-25.87890625,-63.4765625,-27.83203125,-17.578125,0.0
159.32421875,-74.21875,-19.53125,-56.640625,-11.23046875,-8.30078125,0.0
159.328125,-23.92578125,-5.37109375,-55.6640625,16.11328125,47.36328125,0.0
