timestam,TP9,AF7,AF8,TP10,AUX,Marker
87.00390625,-71.2890625,-52.734375,-1.953125,-72.75390625,24.4140625,0.0
87.0078125,-76.171875,-58.59375,7.8125,-70.3125,64.453125,0.0
87.01171875,-78.61328125,-57.12890625,1.953125,-74.70703125,25.390625,0.0
87.015625,-50.29296875,-58.59375,-5.859375,-62.5,-6.8359375,0.0
87.01953125,-28.3203125,-55.17578125,-2.9296875,-48.828125,22.4609375,0.0
87.0234375,2.44140625,-38.0859375,3.41796875,-35.15625,15.625,0.0
87.02734375,-11.71875,-32.2265625,7.8125,-32.71484375,-7.8125,0.0
87.03125,-28.3203125,-31.25,-2.44140625,-40.52734375,-104.4921875,0.0
87.03515625,-9.765625,-52.734375,0.0,-40.0390625,-128.41796875,0.0
87.0390625,54.6875,-49.31640625,14.16015625,-13.18359375,-90.33203125,0.0
87.04296875,28.80859375,-30.76171875,0.0,-12.20703125,-19.04296875,0.0
87.046875,-58.10546875,-35.64453125,-25.390625,-29.78515625,73.2421875,0.0
87.05078125,-38.57421875,-41.9921875,-14.6484375,-37.109375,-43.45703125,0.0
87.0546875,24.4140625,-36.1328125,-1.953125,-35.64453125,-105.46875,0.0
87.05859375,16.6015625,-18.5546875,-5.859375,-13.18359375,-19.04296875,0.0
87.0625,-34.1796875,-18.06640625,-13.18359375,5.37109375,51.7578125,0.0
87.06640625,-13.18359375,-30.76171875,-4.39453125,-16.11328125,32.2265625,0.0
87.0703125,-20.01953125,-41.015625,-9.765625,-54.19921875,3.41796875,0.0
87.07421875,-25.390625,-40.0390625,-22.94921875,-53.22265625,-30.76171875,0.0
87.078125,7.8125,-30.2734375,-15.625,-33.69140625,-6.8359375,0.0
87.08203125,18.06640625,-31.73828125,-18.06640625,-14.16015625,-76.171875,0.0
87.0859375,0.9765625,-55.6640625,-16.6015625,-16.11328125,-138.18359375,0.0
87.08984375,-27.34375,-69.3359375,-17.08984375,-31.73828125,-72.265625,0.0
87.09375,-0.48828125,-67.3828125,-51.26953125,-13.671875,-59.08203125,0.0
87.09765625,13.18359375,-59.08203125,-46.875,-8.7890625,-12.20703125,0.0
87.1015625,-17.08984375,-18.06640625,3.41796875,-23.92578125,0.9765625,0.0
87.10546875,-18.06640625,5.37109375,5.37109375,-13.671875,-8.30078125,0.0
87.109375,-18.5546875,-10.7421875,-37.59765625,-20.99609375,-96.6796875,0.0
