timestamp,TP9,AF7,AF8,TP10,AUX,Marker
614.00390625,-53.7109375,-36.62109375,-38.57421875,-35.64453125,1.46484375,0.0
614.0078125,-60.546875,-37.59765625,-41.50390625,-37.109375,7.8125,0.0
614.01171875,-49.31640625,-39.55078125,-42.48046875,-38.57421875,-137.20703125,0.0
614.015625,-30.76171875,-35.15625,-36.62109375,-35.15625,-125.48828125,0.0
614.01953125,-26.3671875,-31.73828125,-29.296875,-37.59765625,-20.5078125,0.0
614.0234375,-36.1328125,-36.1328125,-28.3203125,-45.8984375,28.3203125,0.0
614.02734375,-42.48046875,-31.73828125,-27.34375,-43.9453125,-53.22265625,0.0
614.03125,-36.62109375,-28.80859375,-34.1796875,-40.52734375,-106.93359375,0.0
614.03515625,-23.4375,-30.2734375,-37.59765625,-41.9921875,-3.90625,0.0
614.0390625,-17.578125,-29.78515625,-39.55078125,-40.0390625,87.40234375,0.0
614.04296875,-30.2734375,-34.1796875,-42.96875,-41.9921875,65.91796875,0.0
614.046875,-44.921875,-31.73828125,-40.52734375,-44.43359375,60.05859375,0.0
614.05078125,-41.50390625,-26.85546875,-38.0859375,-47.8515625,2.9296875,0.0
614.0546875,-23.92578125,-23.4375,-27.34375,-40.52734375,18.5546875,0.0
614.05859375,-16.11328125,-21.97265625,-21.97265625,-26.3671875,74.70703125,0.0
614.0625,-26.3671875,-30.76171875,-31.25,-23.92578125,42.96875,0.0
614.06640625,-39.55078125,-37.109375,-33.203125,-26.3671875,31.73828125,0.0
614.0703125,-46.38671875,-33.203125,-33.203125,-34.66796875,65.91796875,0.0
614.07421875,-35.15625,-28.80859375,-33.203125,-36.62109375,74.70703125,0.0
614.078125,-25.390625,-28.80859375,-31.25,-26.85546875,23.92578125,0.0
614.08203125,-40.0390625,-34.1796875,-29.78515625,-35.15625,-18.5546875,0.0
614.0859375,-42.96875,-30.2734375,-21.97265625,-31.25,-146.97265625,0.0
614.08984375,-36.1328125,-29.296875,-14.16015625,-24.4140625,-218.75,0.0
614.09375,-28.3203125,-33.203125,-27.34375,-27.83203125,-97.65625,0.0
614.09765625,-11.71875,-25.87890625,-28.80859375,-29.296875,-35.15625,0.0
614.1015625,-20.01953125,-30.2734375,-26.85546875,-39.0625,-41.9921875,0.0
614.10546875,-42.96875,-37.109375,-41.9921875,-45.41015625,-45.8984375,0.0
614.109375,-41.015625,-31.25,-43.45703125,-45.8984375,-40.0390625,0.0
614.11328125,-25.87890625,-28.80859375,-39.0625,-43.9453125,-51.26953125,0.0
614.1171875,-19.53125,-32.2265625,-40.52734375,-44.921875,-55.17578125,0.0
614.12109375,-27.83203125,-33.69140625,-41.015625,-50.29296875,-58.59375,0.0
614.125,-41.50390625,-35.15625,-41.015625,-49.8046875,-132.8125,0.0
614.12890625,-38.0859375,-28.80859375,-35.64453125,-41.9921875,-134.27734375,0.0
614.1328125,-26.3671875,-25.390625,-24.90234375,-39.0625,-93.75,0.0
614.13671875,-19.53125,-33.203125,-28.80859375,-40.0390625,-63.4765625,0.0
614.140625,-20.5078125,-33.69140625,-31.25,-33.203125,-56.15234375,0.0
614.14453125,-32.2265625,-32.71484375,-32.2265625,-31.73828125,-71.77734375,0.0
614.1484375,-34.1796875,-30.76171875,-20.99609375,-27.83203125,-38.57421875,0.0
614.15234375,-27.34375,-28.80859375,-23.4375,-25.87890625,-23.92578125,0.0
614.15625,-18.5546875,-29.296875,-35.15625,-30.2734375,-14.6484375,0.0
614.16015625,-21.484375,-38.0859375,-33.203125,-32.2265625,-25.87890625,0.0
614.1640625,-39.0625,-35.15625,-35.64453125,-32.2265625,-28.3203125,0.0
614.16796875,-44.921875,-27.34375,-35.15625,-32.71484375,-5.37109375,0.0
614.171875,-34.66796875,-24.90234375,-29.296875,-24.4140625,3.41796875,0.0
614.17578125,-20.99609375,-25.87890625,-29.78515625,-21.97265625,13.671875,0.0
614.1796875,-24.4140625,-31.73828125,-32.2265625,-27.83203125,63.4765625,0.0
614.18359375,-40.0390625,-37.59765625,-34.1796875,-35.15625,12.20703125,0.0
614.1875,-41.015625,-37.109375,-31.25,-28.3203125,-40.52734375,0.0
614.19140625,-24.90234375,-33.203125,-22.4609375,-18.5546875,6.8359375,0.0
614.1953125,-11.71875,-27.83203125,-16.6015625,-19.04296875,-20.99609375,0.0
614.19921875,-9.27734375,-25.87890625,-27.83203125,-20.01953125,-56.15234375,0.0
614.203125,-21.484375,-23.4375,-38.57421875,-29.296875,3.90625,0.0
614.20703125,-37.109375,-24.4140625,-41.50390625,-36.1328125,3.90625,0.0
614.2109375,-37.109375,-37.109375,-42.96875,-37.109375,14.16015625,0.0
614.21484375,-28.3203125,-38.57421875,-41.50390625,-37.59765625,-16.6015625,0.0
614.21875,-18.5546875,-29.296875,-38.57421875,-33.203125,-43.45703125,0.0
614.22265625,-36.1328125,-31.73828125,-40.52734375,-37.59765625,-108.3984375,0.0
614.2265625,-56.640625,-36.62109375,-37.109375,-41.9921875,-159.66796875,0.0
614.23046875,-44.921875,-33.203125,-33.203125,-31.25,-85.9375,0.0
614.234375,-30.2734375,-31.25,-28.3203125,-19.04296875,-52.734375,0.0
614.23828125,-21.97265625,-24.90234375,-15.13671875,-9.765625,-46.875,0.0
614.2421875,-36.62109375,-32.2265625,-20.5078125,-17.578125,-74.70703125,0.0
614.24609375,-52.734375,-45.8984375,-32.71484375,-24.90234375,-122.0703125,0.0
614.25,-44.921875,-41.50390625,-21.97265625,-16.6015625,-128.90625,0.0
614.25390625,-32.2265625,-31.25,-3.41796875,-13.671875,-84.9609375,0.0
614.2578125,-32.2265625,-32.71484375,-17.578125,-19.04296875,-41.015625,0.0
614.26171875,-40.52734375,-30.2734375,-29.296875,-20.99609375,3.90625,0.0
614.265625,-48.828125,-30.76171875,-31.25,-27.34375,42.96875,0.0
614.26953125,-48.828125,-35.15625,-37.59765625,-32.2265625,17.578125,0.0
614.2734375,-29.296875,-23.92578125,-33.203125,-24.4140625,-27.83203125,0.0
614.27734375,-17.08984375,-24.4140625,-35.15625,-22.94921875,-37.109375,0.0
614.28125,-18.5546875,-25.87890625,-22.4609375,-21.484375,-27.83203125,0.0
614.28515625,-25.87890625,-23.92578125,-13.671875,-18.5546875,-46.38671875,0.0
614.2890625,-38.0859375,-33.203125,-28.3203125,-26.3671875,19.53125,0.0
614.29296875,-37.109375,-37.109375,-29.78515625,-33.203125,49.31640625,0.0
614.296875,-21.97265625,-29.296875,-26.85546875,-34.66796875,-10.25390625,0.0
614.30078125,-30.2734375,-29.78515625,-31.25,-36.62109375,23.4375,0.0
614.3046875,-50.29296875,-39.55078125,-34.66796875,-42.96875,43.45703125,0.0
614.30859375,-46.875,-35.64453125,-35.15625,-45.41015625,-69.82421875,0.0
614.3125,-27.34375,-28.3203125,-41.9921875,-38.57421875,-54.6875,0.0
614.31640625,-13.18359375,-32.2265625,-48.33984375,-36.62109375,30.76171875,0.0
614.3203125,-34.1796875,-35.15625,-41.015625,-46.875,-3.41796875,0.0
614.32421875,-57.6171875,-35.64453125,-28.3203125,-45.8984375,-33.203125,0.0
