timestamp,TP9,AF7,AF8,TP10,AUX,Marker,
180.00390625,-21.484375,-17.08984375,-26.85546875,-31.73828125,-71.77734375,0.0
180.0078125,-29.78515625,-28.80859375,-25.390625,-33.203125,-4.39453125,0.0
180.01171875,-48.33984375,-50.29296875,-31.73828125,-41.50390625,47.8515625,0.0
180.015625,-48.33984375,-40.52734375,-28.80859375,-38.57421875,22.94921875,0.0
180.01953125,-42.48046875,-32.71484375,-18.5546875,-28.3203125,34.66796875,0.0
180.0234375,-43.45703125,-30.76171875,-25.87890625,-22.4609375,7.32421875,0.0
180.02734375,-39.55078125,-35.15625,-33.69140625,-19.04296875,-71.77734375,0.0
180.03125,-36.1328125,-39.0625,-30.2734375,-18.5546875,-203.125,0.0
180.03515625,-29.296875,-36.1328125,-25.390625,-25.87890625,-183.10546875,0.0
180.0390625,-29.296875,-27.34375,-22.94921875,-31.73828125,-126.46484375,0.0
180.04296875,-33.203125,-23.92578125,-24.4140625,-28.80859375,-153.3203125,0.0
180.046875,-35.15625,-27.34375,-24.90234375,-31.25,-189.94140625,0.0
180.05078125,-47.8515625,-34.1796875,-25.390625,-34.1796875,-112.3046875,0.0
180.0546875,-46.875,-20.01953125,-23.92578125,-29.78515625,-53.7109375,0.0
180.05859375,-34.66796875,-26.85546875,-23.4375,-22.94921875,-92.7734375,0.0
180.0625,-46.875,-45.41015625,-30.2734375,-24.90234375,-133.7890625,0.0
180.06640625,-50.78125,-40.52734375,-30.76171875,-28.80859375,-146.97265625,0.0
180.0703125,-45.8984375,-38.0859375,-28.80859375,-28.80859375,-121.58203125,0.0
180.07421875,-42.96875,-33.69140625,-32.2265625,-20.99609375,-108.3984375,0.0
180.078125,-34.66796875,-38.57421875,-32.2265625,-15.625,-12.20703125,0.0
180.08203125,-26.3671875,-38.57421875,-29.296875,-22.4609375,50.78125,0.0
180.0859375,-29.296875,-34.66796875,-30.76171875,-26.3671875,11.23046875,0.0
180.08984375,-38.0859375,-42.96875,-38.0859375,-22.4609375,45.8984375,0.0
180.09375,-41.9921875,-40.52734375,-34.66796875,-20.5078125,83.0078125,0.0
180.09765625,-36.1328125,-38.0859375,-26.85546875,-12.6953125,36.62109375,0.0
