timestamp,TP9,AF7,AF8,TP10,AUX,Marker
458.00390625,-8.7890625,-68.359375,-3.90625,13.18359375,71.2890625,0.0
458.0078125,-32.71484375,-71.2890625,-6.34765625,1.46484375,-51.7578125,0.0
458.01171875,-36.62109375,-69.82421875,-5.37109375,-3.41796875,-73.2421875,0.0
458.015625,-21.97265625,-62.98828125,-8.30078125,-1.46484375,11.23046875,0.0
458.01953125,-2.9296875,-56.640625,-7.8125,2.9296875,55.6640625,0.0
458.0234375,-6.34765625,-55.17578125,-12.6953125,0.9765625,16.6015625,0.0
458.02734375,-33.69140625,-62.98828125,-26.3671875,-0.48828125,-7.8125,0.0
458.03125,-41.50390625,-60.546875,-32.2265625,-11.23046875,27.83203125,0.0
458.03515625,-25.87890625,-49.8046875,-21.97265625,-18.06640625,84.9609375,0.0
458.0390625,-7.8125,-50.78125,-1.46484375,-4.39453125,95.703125,0.0
458.04296875,-12.20703125,-54.19921875,-7.8125,-8.30078125,34.66796875,0.0
458.046875,-41.015625,-60.546875,-19.53125,-25.390625,-24.4140625,0.0
458.05078125,-54.19921875,-64.453125,-14.6484375,-18.06640625,-109.86328125,0.0
458.0546875,-28.3203125,-56.15234375,-1.953125,-10.25390625,-119.140625,0.0
458.05859375,-0.9765625,-49.31640625,-12.20703125,-13.671875,-16.11328125,0.0
458.0625,-12.6953125,-52.734375,-25.87890625,-22.4609375,27.34375,0.0
458.06640625,-39.0625,-57.12890625,-32.71484375,-24.90234375,-32.71484375,0.0
458.0703125,-48.33984375,-54.19921875,-35.15625,-27.34375,-23.92578125,0.0
458.07421875,-31.25,-49.31640625,-28.3203125,-25.87890625,-3.90625,0.0
458.078125,-11.71875,-44.921875,-26.85546875,-21.97265625,-23.92578125,0.0
458.08203125,-14.6484375,-42.48046875,-31.25,-27.83203125,-3.90625,0.0
458.0859375,-34.1796875,-44.43359375,-34.66796875,-30.76171875,-38.57421875,0.0
458.08984375,-47.36328125,-43.45703125,-30.76171875,-29.78515625,-86.42578125,0.0
458.09375,-34.1796875,-45.41015625,-33.69140625,-27.34375,-72.75390625,0.0
458.09765625,-7.32421875,-47.36328125,-29.78515625,-24.4140625,14.16015625,0.0
458.1015625,0.9765625,-42.48046875,-24.4140625,-26.3671875,9.765625,0.0
458.10546875,-26.3671875,-44.43359375,-39.55078125,-36.62109375,-20.5078125,0.0
458.109375,-50.78125,-48.33984375,-40.0390625,-37.109375,-61.5234375,0.0
458.11328125,-37.109375,-48.33984375,-37.59765625,-38.57421875,-74.70703125,0.0
458.1171875,-9.27734375,-42.48046875,-33.203125,-32.2265625,15.625,0.0
458.12109375,0.9765625,-39.55078125,-31.73828125,-27.83203125,60.05859375,0.0
458.125,-10.7421875,-47.36328125,-39.0625,-32.2265625,67.87109375,0.0
458.12890625,-33.203125,-52.734375,-39.0625,-39.55078125,-32.2265625,0.0
458.1328125,-38.0859375,-46.875,-32.2265625,-37.59765625,-63.96484375,0.0
458.13671875,-15.625,-34.1796875,-29.78515625,-25.390625,-12.20703125,0.0
458.140625,-10.25390625,-31.73828125,-22.94921875,-30.76171875,15.13671875,0.0
458.14453125,-25.87890625,-41.9921875,-21.484375,-29.296875,-14.6484375,0.0
458.1484375,-41.9921875,-46.38671875,-30.2734375,-27.34375,-54.19921875,0.0
458.15234375,-39.55078125,-43.9453125,-27.83203125,-31.73828125,-49.8046875,0.0
458.15625,-13.671875,-35.64453125,-20.99609375,-29.296875,-37.59765625,0.0
458.16015625,-2.44140625,-32.71484375,-18.5546875,-31.25,-4.8828125,0.0
458.1640625,-19.53125,-37.109375,-24.4140625,-35.15625,54.6875,0.0
458.16796875,-43.45703125,-40.52734375,-32.2265625,-36.62109375,30.76171875,0.0
458.171875,-41.9921875,-34.1796875,-27.34375,-30.76171875,-82.51953125,0.0
458.17578125,-19.04296875,-27.83203125,-18.06640625,-25.390625,-79.58984375,0.0
458.1796875,-11.71875,-28.80859375,-21.97265625,-26.85546875,30.76171875,0.0
458.18359375,-26.85546875,-35.15625,-33.203125,-35.64453125,14.16015625,0.0
458.1875,-49.8046875,-40.0390625,-30.2734375,-43.9453125,-101.5625,0.0
